task,source,target,backbone,checkpoint_file,checkpoint,expname,target_bg_mean,target_bg_std,target_lv_mean,target_lv_std,target_myo_mean,target_myo_std,target_rv_mean,target_rv_std,target_overall_by_sample,target_overall_by_domain
CHAOST2->None,CHAOST2,None,unet,best_ep700_net_Seg.pth,./ckpts/CHAOST2/saa_rccs_select_max_CHAOST2_to_SABSCT/snapshots/best_ep700_net_Seg.pth,1,0.9861136019229889,0.006033957838884322,,,,,,,0.831350630087157,0.8313506245613098
